4745,Acco Perma� 2700 Stacking Storage Drawers,Ken Black,29.74
4746,Xerox 1954,Dave Brooks,5.28
4747,V70,Deborah Brumfield,205.99
4748,Epson Stylus 1520 Color Inkjet Printer,Keith Dawkins,500.97
4749,Boston 1730 StandUp Electric Pencil Sharpener,Keith Dawkins,21.38
4750,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Keith Dawkins,28.99
4751,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,Marc Crier,280.98
4752,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Scot Wooten,36.55
4753,"Executive Impressions 14"" Contract Wall Clock",Keith Dawkins,22.23
4754,Gyration Ultra Professional Cordless Optical Suite,Deborah Brumfield,300.97
4755,"Executive Impressions 13"" Clairmont Wall Clock",Steve Chapman,19.23
4756,Avery 493,Nicole Brennan,4.91
4757,"Boston Model 1800 Electric Pencil Sharpener, Gray",Nicole Brennan,28.15
4758,Avery Poly Binder Pockets,John Lee,3.58
4759,Eldon Pizzaz� Desk Accessories,John Lee,2.23
4760,Bevis 36 x 72 Conference Tables,John Lee,124.49
4761,"Global High-Back Leather Tilter, Burgundy",Logan Currie,122.99
4762,V2397,John Lee,125.99
4763,Serrated Blade or Curved Handle Hand Letter Openers,Marc Crier,3.14
4764,Iris Project Case,Marc Crier,7.98
4765,Bush Mission Pointe Library,John Lee,150.98
4766,T60,John Lee,95.99
4767,Heavy-Duty E-Z-D� Binders,Denise Monton,10.91
4768,Hewlett Packard LaserJet 3310 Copier,Deborah Brumfield,599.99
4769,M3682,Deborah Brumfield,125.99
4770,"Executive Impressions 13"" Chairman Wall Clock",Keith Dawkins,25.38
4771,Xerox 1937,Keith Dawkins,48.04
4772,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Keith Dawkins,18.7
4773,GBC Durable Plastic Covers,Marc Crier,19.35
4774,"Memorex 4.7GB DVD+RW, 3/Pack",Denise Monton,28.48
4775,Eldon� Wave Desk Accessories,Denise Monton,2.08
4776,KF 788,Denise Monton,45.99
4777,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Keith Dawkins,136.98
4778,Xerox 1929,Steve Chapman,22.84
4779,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Ken Black,58.14
4780,Iceberg Mobile Mega Data/Printer Cart �,Deborah Brumfield,120.33
4781,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Deborah Brumfield,20.24
4782,Epson FX-980 Dot Matrix Printer,Marc Crier,400.97
4783,Microsoft Internet Keyboard,Denise Monton,20.97
4784,Xerox 1905,Scot Wooten,6.48
4785,Global Deluxe Office Fabric Chairs,Dave Brooks,95.98
4786,Lexmark Z25 Color Inkjet Printer,Marc Crier,80.97
4787,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Denise Monton,8.04
4788,"Avery� 3 1/2"" Diskette Storage Pages, 10/Pack",Keith Dawkins,10.44
4789,Premium Transparent Presentation Covers by GBC,Steve Chapman,20.98
4790,Xerox 1947,Steve Chapman,5.98
4791,"Imation Neon Mac Format Diskettes, 10/Pack",Marc Crier,8.12
4792,Soundgear TeleForum DX Desktop Conference Phone,Marc Crier,96.45
4793,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Steve Chapman,5.28
4794,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Logan Currie,200.98
4795,Xerox 1881,Logan Currie,12.28
4796,Eldon Simplefile� Box Office�,John Lee,12.44
4797,Accohide Poly Flexible Ring Binders,Keith Dawkins,3.74
4798,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Keith Dawkins,39.98
4799,Self-Adhesive Ring Binder Labels,John Lee,3.52
4800,Xerox 1924,Marc Crier,5.78
4801,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Joe Elijah,5.34
4802,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Joe Elijah,23.99
4803,Avery 51,Marc Crier,6.3
4804,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Steve Chapman,70.97
4805,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Steve Chapman,8.32
4806,US Robotics 56K V.92 Internal PCI Faxmodem,Steve Chapman,49.99
4807,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Steve Chapman,880.98
4808,"Situations Contoured Folding Chairs, 4/Set",Steve Chapman,70.98
4809,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Steve Chapman,82.99
4810,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Steve Chapman,1.95
4811,Electrix Fluorescent Magnifier Lamps & Weighted Base,Ken Black,49.34
4812,US Robotics 56K V.92 Internal PCI Faxmodem,John Lee,49.99
4813,Bevis 36 x 72 Conference Tables,Marc Crier,124.49
4814,"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl",Joe Elijah,8.69
4815,Xerox 1980,Steve Chapman,4.28
4816,Hon Non-Folding Utility Tables,John Lee,159.31
4817,Xerox 1923,John Lee,6.68
4818,Portfile� Personal File Boxes,John Lee,17.7
4819,Array� Memo Cubes,Cynthia Delaney,5.18
4820,Zebra Zazzle Fluorescent Highlighters,Keith Dawkins,6.08
4821,Newell 351,Denise Monton,3.28
4822,Microsoft Natural Multimedia Keyboard,Marc Crier,50.98
4823,Avery 506,Keith Dawkins,4.13
4824,Xerox 1927,Keith Dawkins,4.28
4825,Hon iLevel� Computer Training Table,Ed Braxton,31.76
4826,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Marc Crier,45.19
4827,Xerox 1897,Marc Crier,4.98
4828,"Soundgear Copyboard Conference Phone, Optional Battery",Lindsay Williams,204.1
4829,Accessory37,Lindsay Williams,20.99
4830,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,John Lee,7.77
4831,Eldon� Gobal File Keepers,John Lee,15.14
4832,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Ed Braxton,2.98
4833,"Fellowes Personal Hanging Folder Files, Navy",Joe Elijah,13.43
4834,Bretford Rectangular Conference Table Tops,Keith Dawkins,376.13
4835,T28 WORLD,Keith Dawkins,195.99
4836,Xerox 21,Ed Braxton,6.48
4837,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Cynthia Delaney,99.99
4838,Fellowes Bases and Tops For Staxonsteel�/High-Stak� Systems,Cynthia Delaney,33.29
4839,Storex DuraTech Recycled Plastic Frosted Binders,Marc Crier,4.24
4840,"Eldon� Image Series Desk Accessories, Burgundy",Scot Wooten,4.18
4841,Plastic Binding Combs,Joe Elijah,15.15
4842,ELITE Series,Joe Elijah,205.99
4843,"Global High-Back Leather Tilter, Burgundy",Ed Braxton,122.99
4844,1726 Digital Answering Machine,Ed Braxton,20.99
4845,"IBM Active Response Keyboard, Black",Stefanie Holloman,39.98
4846,Bretford Rectangular Conference Table Tops,Stefanie Holloman,376.13
4847,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Ed Braxton,39.99
4848,Acco 6 Outlet Guardian Premium Surge Suppressor,Ed Braxton,14.56
4849,Accessory12,Ed Braxton,85.99
4850,Avery 481,Phillip Flathmann,3.08
4851,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Corey Catlett,5.8
4852,#6 3/4 Gummed Flap White Envelopes,Ed Braxton,9.9
4853,Hanging Personal Folder File,Ed Braxton,15.7
4854,i270,Valerie Takahito,65.99
4855,"Acme� 8"" Straight Scissors",Penelope Sewall,12.98
4856,Hoover WindTunnel� Plus Canister Vacuum,Sean Braxton,363.25
4857,Belkin 6 Outlet Metallic Surge Strip,Valerie Dominguez,10.89
4858,Avery Poly Binder Pockets,Susan MacKendrick,3.58
4859,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Susan MacKendrick,41.32
4860,Panasonic KX-P1150 Dot Matrix Printer,Susan MacKendrick,145.45
4861,Rogers Handheld Barrel Pencil Sharpener,Thais Sissman,2.74
4862,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Valerie Dominguez,70.97
4863,Fellowes Bankers Box� Stor/Drawer� Steel Plus�,Tanja Norvell,31.98
4864,Belkin Premiere Surge Master II 8-outlet surge protector,Linda Southworth,48.58
4865,Steel Personal Filing/Posting Tote,Linda Southworth,35.51
4866,i470,Michael Moore,205.99
4867,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Patrick Ryan,4.73
4868,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Troy Blackwell,279.81
4869,i270,Troy Blackwell,65.99
4870,Accessory8,Thais Sissman,85.99
4871,Microsoft Internet Keyboard,Thais Sissman,20.97
4872,T39m,Thais Sissman,155.99
4873,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Ross Baird,21.98
4874,Artistic Insta-Plaque,Ross Baird,15.68
4875,"GE 4 Foot Flourescent Tube, 40 Watt",Ross Baird,14.98
4876,Xerox 1892,Ross Baird,38.76
4877,Xerox 21,Tracy Zic,6.48
4878,"Crayola Anti Dust Chalk, 12/Pack",Jack Garza,1.82
4879,LX 677,Gary McGarr,110.99
4880,"Global High-Back Leather Tilter, Burgundy",Mick Crebagga,122.99
4881,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Mick Crebagga,21.98
4882,Catalog Binders with Expanding Posts,Roy Skaria,67.28
4883,"O'Sullivan Elevations Bookcase, Cherry Finish",Roy Skaria,130.98
4884,Newell 318,Roy Skaria,2.78
4885,Newell 343,Roy Skaria,2.94
4886,Storex DuraTech Recycled Plastic Frosted Binders,Steven Ward,4.24
4887,Hoover Portapower� Portable Vacuum,Tanja Norvell,4.48
4888,Avery 479,Tanja Norvell,2.61
4889,Boston 1730 StandUp Electric Pencil Sharpener,Tanja Norvell,21.38
4890,HP Office Paper (20Lb. and 87 Bright),Ryan Crowe,6.68
4891,Xerox 215,Roy Skaria,6.48
4892,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Roy Skaria,14.81
4893,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Roy Skaria,20.24
4894,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Steven Ward,500.98
4895,Hon Every-Day� Chair Series Swivel Task Chairs,Irene Maddox,120.98
4896,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Irene Maddox,209.84
4897,Ibico Covers for Plastic or Wire Binding Elements,Nick Radford,11.5
4898,DAX Cubicle Frames - 8x10,Nick Radford,5.77
4899,GBC DocuBind 300 Electric Binding Machine,Theresa Swint,525.98
4900,JM Magazine Binder,Theresa Swint,16.51
4901,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Theresa Swint,5.98
4902,"Fellowes Personal Hanging Folder Files, Navy",Maurice Satty,13.43
4903,"Quartet Omega� Colored Chalk, 12/Pack",Henry Goldwyn,5.84
4904,StarTAC 8000,Henry Goldwyn,205.99
4905,Kleencut� Forged Office Shears by Acme United Corporation,Mick Crebagga,2.08
4906,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Roy Skaria,880.98
4907,GBC VeloBinder Strips,Victor Price,7.68
4908,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Victor Price,6.64
4909,T60,Maureen Grace,95.99
4910,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Eric Hoffmann,60.98
4911,Newell 309,Eric Hoffmann,11.55
4912,Xerox 1910,Jill Stevenson,48.04
4913,GBC Standard Plastic Binding Systems Combs,Evan Bailliet,8.85
4914,"Bevis Round Bullnose 29"" High Table Top",Meg Tillman,259.71
4915,Hon Deluxe Fabric Upholstered Stacking Chairs,Gary McGarr,243.98
4916,"ACCOHIDE� 3-Ring Binder, Blue, 1""",Russell D'Ascenzo,4.13
4917,Bell Sonecor JB700 Caller ID,Gary Hwang,7.99
4918,"Sauder Forest Hills Library, Woodland Oak Finish",Meg Tillman,140.98
4919,"Peel & Seel� Recycled Catalog Envelopes, Brown",Joseph Airdo,11.58
4920,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Joseph Airdo,7.77
4921,Hoover Portapower� Portable Vacuum,Emily Ducich,4.48
4922,Global Leather Executive Chair,Emily Ducich,350.99
4923,Targus USB Numeric Keypad,Emily Ducich,40.98
4924,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Emily Ducich,349.45
4925,Avery 52,Stewart Visinsky,3.69
4926,SC-3160,Tanja Norvell,65.99
4927,Eureka The Boss� Cordless Rechargeable Stick Vac,Linda Southworth,50.98
4928,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Linda Southworth,22.24
4929,"Fellowes Personal Hanging Folder Files, Navy",Linda Southworth,13.43
4930,Adesso Programmable 142-Key Keyboard,Henry Goldwyn,152.48
4931,Xerox 1926,Henry Goldwyn,4.98
4932,Bell Sonecor JB700 Caller ID,Steven Cartwright,7.99
4933,"Global Stack Chair without Arms, Black",Steven Cartwright,25.98
4934,Serrated Blade or Curved Handle Hand Letter Openers,Sue Ann Reed,3.14
4935,"Maxell Pro 80 Minute CD-R, 10/Pack",Irene Maddox,17.48
4936,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,Thais Sissman,280.98
4937,Xerox 1922,Thais Sissman,4.98
4938,Fluorescent Highlighters by Dixon,Thais Sissman,3.98
4939,"Seth Thomas 8 1/2"" Cubicle Clock",Sanjit Engle,20.28
4940,Tyvek� Side-Opening Peel & Seel� Expanding Envelopes,Katherine Ducich,90.48
4941,Xerox 1991,Katherine Ducich,22.84
4942,T18,Victor Price,110.99
4943,Avery Printable Repositionable Plastic Tabs,Tanja Norvell,8.6
4944,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Eric Hoffmann,8.01
4945,Talkabout T8097,Eric Hoffmann,205.99
4946,Acme Galleria� Hot Forged Steel Scissors with Colored Handles,Mike Gockenbach,15.73
4947,Xerox 1897,Tanja Norvell,4.98
4948,Accessory4,Tanja Norvell,85.99
4949,Canon P1-DHIII Palm Printing Calculator,Tracy Zic,17.98
4950,Smead Adjustable Mobile File Trolley with Lockable Top,Tracy Zic,419.19
4951,"O'Sullivan Elevations Bookcase, Cherry Finish",Thais Sissman,130.98
4952,Eldon� Gobal File Keepers,Thais Sissman,15.14
4953,GBC VeloBinder Electric Binding Machine,Tom Zandusky,120.98
4954,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Tom Zandusky,100.98
4955,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Tom Zandusky,59.76
4956,Belkin 105-Key Black Keyboard,Thais Sissman,19.98
4957,Accessory17,Sue Ann Reed,35.99
4958,Hewlett-Packard 4.7GB DVD+R Discs,Theresa Swint,8.5
4959,Stockwell Push Pins,Theresa Swint,2.18
4960,Recycled Eldon Regeneration Jumbo File,Theresa Swint,12.28
4961,GBC Standard Plastic Binding Systems' Combs,Denny Joy,6.28
4962,Security-Tint Envelopes,Denny Joy,7.64
4963,Avery 520,Denny Joy,3.15
4964,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Steven Ward,39.99
4965,Peel & Stick Add-On Corner Pockets,Henia Zydlo,2.16
4966,Xerox 21,Henia Zydlo,6.48
4967,BPI Conference Tables,Henia Zydlo,146.05
4968,Xerox Blank Computer Paper,Tracy Collins,19.98
4969,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Tracy Collins,34.58
4970,Logitech Access Keyboard,Valerie Dominguez,15.98
4971,T60,Michael Moore,95.99
4972,"Howard Miller 16"" Diameter Gallery Wall Clock",Natalie Webber,63.94
4973,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Natalie Webber,5.02
4974,StarTAC ST7868,Toby Knight,125.99
4975,M3682,Toby Knight,125.99
4976,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Maria Zettner,6.98
4977,Fellowes Super Stor/Drawer� Files,Nick Radford,161.55
4978,"Memorex 4.7GB DVD-RAM, 3/Pack",Thea Hudgings,31.78
4979,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Natalie Webber,48.58
4980,Panasonic KX-P1131 Dot Matrix Printer,Ross Baird,264.98
4981,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Maurice Satty,6.81
4982,Prismacolor Color Pencil Set,Maria Zettner,19.84
4983,Portfile� Personal File Boxes,Tanja Norvell,17.7
4984,Array� Memo Cubes,Linda Southworth,5.18
4985,Letter Size Cart,Roy Skaria,142.86
4986,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Ryan Crowe,243.98
4987,Xerox 1916,Natalie Webber,48.94
4988,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Sue Ann Reed,14.45
4989,Global Enterprise� Series Seating Low-Back Swivel/Tilt Chairs,Jill Stevenson,258.98
4990,StarTAC 7760,Penelope Sewall,65.99
4991,Xerox 1927,Gary Hwang,4.28
4992,Newell 310,Roy Skaria,1.76
4993,Fiskars� Softgrip Scissors,Nora Pelletier,10.98
4994,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Matthew Clasen,6.98
4995,Xerox 1895,Thea Hudgings,5.98
4996,Sanford Liquid Accent Highlighters,Gary Hwang,6.68
4997,"Global Stack Chair without Arms, Black",Nora Pelletier,25.98
4998,Canon PC940 Copier,Nora Pelletier,449.99
4999,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Denny Joy,7.64
5000,Vinyl Sectional Post Binders,Valerie Takahito,37.7
5001,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Valerie Takahito,8.56
5002,Staples Metal Binder Clips,Valerie Dominguez,2.62
5003,"File Shuttle II and Handi-File, Black",Valerie Dominguez,33.89
5004,Kleencut� Forged Office Shears by Acme United Corporation,Gary Hwang,2.08
5005,Sharp EL500L Fraction Calculator,Victor Price,13.99
5006,Staples 6 Outlet Surge,Natalie Webber,11.97
5007,Eldon Executive Woodline II Cherry Finish Desk Accessories,Jack Garza,40.89
5008,Canon F603 Scientific Calculator,Thais Sissman,9.99
5009,"Fellowes Internet Keyboard, Platinum",Thais Sissman,30.42
5010,Avery 494,Susan MacKendrick,2.61
5011,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Susan MacKendrick,349.45
5012,TimeportP7382,Mick Crebagga,205.99
5013,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Henia Zydlo,45.19
5014,Staples Metal Binder Clips,Gary Hwang,2.62
5015,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Mike Gockenbach,3.85
5016,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Mike Gockenbach,22.24
5017,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro� Back, 8-1/2x11, 25/Bx",Mike Gockenbach,54.74
5018,SANFORD Major Accent� Highlighters,Mike Gockenbach,7.08
5019,Bevis Rectangular Conference Tables,Mike Gockenbach,145.98
5020,Self-Adhesive Ring Binder Labels,Nora Pelletier,3.52
5021,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Nora Pelletier,7.28
5022,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Thea Hudgings,58.14
5023,Park Ridge� Embossed Executive Business Envelopes,Thea Hudgings,15.57
5024,"Sanford EarthWrite� Recycled Pencils, Medium Soft, #2",Maurice Satty,2.1
5025,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Tom Zandusky,47.98
5026,5180,Natalie Webber,65.99
5027,Xerox 1922,Michael Moore,4.98
5028,Xerox 210,Gary Hwang,6.48
5029,Portfile� Personal File Boxes,Gary Hwang,17.7
5030,Bevis Steel Folding Chairs,Jamie Frazer,95.95
5031,Avery Arch Ring Binders,Natalie Webber,58.1
5032,Newell 310,Joseph Airdo,1.76
5033,Avery 508,Irene Maddox,4.91
5034,GBC VeloBinder Strips,Tracy Zic,7.68
5035,Ibico Ibimaster 300 Manual Binding System,Tracy Zic,367.99
5036,Bevis Boat-Shaped Conference Table,Tracy Zic,262.11
5037,"IBM Active Response Keyboard, Black",Penelope Sewall,39.98
5038,Avery White Multi-Purpose Labels,Penelope Sewall,4.98
5039,Xerox 1984,Penelope Sewall,6.48
5040,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Mick Crebagga,68.81
5041,CF 888,Mick Crebagga,195.99
5042,8860,Jill Stevenson,65.99
5043,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Steven Ward,23.99
5044,Bush Mission Pointe Library,Gary Hwang,150.98
5045,"Wirebound Service Call Books, 5 1/2"" x 4""",Sean Braxton,9.68
5046,"Iceberg OfficeWorks 42"" Round Tables",Sean Braxton,150.98
5047,Avery 508,Linda Southworth,4.91
5048,Fellowes Staxonsteel� Drawer Files,Linda Southworth,193.17
5049,CF 688,Linda Southworth,155.99
5050,Chromcraft Rectangular Conference Tables,Roy Skaria,236.97
5051,Xerox 212,Valerie Takahito,6.48
5052,Canon MP41DH Printing Calculator,Tanja Norvell,150.98
5053,"Global Stack Chair without Arms, Black",Tanja Norvell,25.98
5054,Fellowes Neat Ideas� Storage Cubes,Tanja Norvell,32.48
5055,Colored Envelopes,Valerie Takahito,3.69
5056,Array� Memo Cubes,Mike Gockenbach,5.18
5057,"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Ryan Crowe,56.96
5058,Accessory32,Ryan Crowe,55.99
5059,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Troy Blackwell,80.98
5060,"Sanford EarthWrite� Recycled Pencils, Medium Soft, #2",Troy Blackwell,2.1
5061,Xerox 1903,Mike Gockenbach,5.98
5062,"Perma STOR-ALL� Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Valerie Dominguez,5.98
5063,Acme� Design Stainless Steel Bent Scissors,Michael Oakman,6.84
5064,Xerox 217,Gary McGarr,6.48
5065,1726 Digital Answering Machine,Gary McGarr,20.99
5066,Avery 487,Henry Goldwyn,3.69
5067,Park Ridge� Embossed Executive Business Envelopes,Thais Sissman,15.57
5068,12-1/2 Diameter Round Wall Clock,Thais Sissman,19.98
5069,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Troy Blackwell,40.98
5070,Xerox 1937,Jamie Frazer,48.04
5071,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Mick Crebagga,300.65
5072,Xerox 1961,Mick Crebagga,4.98
5073,"Post-it� �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",Mick Crebagga,7.28
5074,Avery Durable Binders,Joseph Airdo,2.88
5075,StarTAC 7760,Joseph Airdo,65.99
5076,SAFCO Folding Chair Trolley,Evan Bailliet,128.24
5077,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Evan Bailliet,5.98
5078,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Tracy Collins,3.75
5079,Canon PC1080F Personal Copier,Roy Skaria,599.99
5080,Accessory32,Irene Maddox,55.99
5081,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Meg Tillman,60.98
5082,Micro Innovations 104 Keyboard,Thea Hudgings,10.97
5083,"Tenex Personal Project File with Scoop Front Design, Black",Rachel Payne,13.48
5084,Gyration RF Keyboard,Tanja Norvell,159.99
5085,"Wirebound Message Book, 4 per Page",Craig Molinari,5.43
5086,Fiskars� Softgrip Scissors,Craig Molinari,10.98
5087,Verbatim 4.7GB DVD-R,Mike Gockenbach,33.29
5088,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Nora Pelletier,59.98
5089,Hayes Optima 56K V.90 Internal Voice Modem,Nora Pelletier,256.99
5090,Accessory17,Nora Pelletier,35.99
5091,Xerox 200,Valerie Takahito,6.48
5092,"Quartet Omega� Colored Chalk, 12/Pack",Valerie Takahito,5.84
5093,2300 Heavy-Duty Transfer File Systems by Perma,Valerie Takahito,24.98
5094,Prang Dustless Chalk Sticks,Thea Hudgings,1.68
5095,Hon 94000 Series Round Tables,Penelope Sewall,296.18
5096,SAFCO Arco Folding Chair,Joy Daniels,276.2
5097,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Joy Daniels,6.35
5098,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Tanja Norvell,40.99
5099,Accessory25,Russell D'Ascenzo,20.99
5100,Self-Adhesive Removable Labels,Ryan Crowe,3.15
5101,"Ampad� Evidence� Wirebond Steno Books, 6"" x 9""",Meg Tillman,2.18
5102,Fellowes Staxonsteel� Drawer Files,Linda Southworth,193.17
5103,Hon Every-Day� Chair Series Swivel Task Chairs,Tracy Zic,120.98
5104,Prang Drawing Pencil Set,Tracy Zic,2.78
5105,Sharp EL500L Fraction Calculator,Evan Bailliet,13.99
5106,Advantus Panel Wall Certificate Holder - 8.5x11,Gary McGarr,12.2
5107,Luxo Adjustable Task Clamp Lamp,Jill Fjeld,88.84
5108,Lexmark Z55se Color Inkjet Printer,Jill Fjeld,90.97
5109,Xerox 210,Rachel Payne,6.48
5110,"Maxell Pro 80 Minute CD-R, 10/Pack",Joy Daniels,17.48
5111,Accessory27,Craig Molinari,35.99
5112,Xerox 1993,Gene McClure,6.48
5113,Belkin 6 Outlet Metallic Surge Strip,Jill Stevenson,10.89
5114,Microsoft Internet Keyboard,Rick Bensley,20.97
5115,Bretford CR4500 Series Slim Rectangular Table,Rick Bensley,348.21
5116,Epson LQ-570e Dot Matrix Printer,Steven Cartwright,270.97
5117,Sanford Pocket Accent� Highlighters,Steven Cartwright,1.6
5118,Newell� 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Eric Hoffmann,4.57
5119,Contemporary Wood/Metal Frame,Eric Hoffmann,16.16
5120,Recycled Eldon Regeneration Jumbo File,Michael Oakman,12.28
5121,Xerox 231,Penelope Sewall,6.48
5122,Newell 310,Mick Crebagga,1.76
5123,Accessory39,Mick Crebagga,20.99
5124,Coloredge Poster Frame,Matthew Clasen,14.2
5125,"Master Caster Door Stop, Brown",Steven Ward,5.08
5126,Advantus Panel Wall Acrylic Frame,Michael Oakman,5.47
5127,Newell 325,Mick Crebagga,4.13
5128,Newell 35,Mick Crebagga,3.28
5129,Ultra Door Push Plate,Ryan Crowe,4.91
5130,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Troy Blackwell,7.04
5131,Barrel Sharpener,Joy Daniels,3.57
5132,5170,Joy Daniels,65.99
5133,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Rachel Payne,35.89
5134,Avery 485,Nora Pelletier,12.53
5135,"Hot File� 7-Pocket, Floor Stand",Nora Pelletier,178.47
5136,Xerox 1961,Thomas Brumley,4.98
5137,Xerox 1991,Thomas Brumley,22.84
5138,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Phillip Flathmann,8.74
5139,Computer Printout Paper with Letter-Trim Perforations,Phillip Flathmann,18.97
5140,"Tenex Personal Project File with Scoop Front Design, Black",Darrin Martin,13.48
5141,Surelock� Post Binders,Sean Braxton,30.56
5142,"Metal Folding Chairs, Beige, 4/Carton",Sean Braxton,33.94
5143,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Sean Braxton,9.49
5144,Avery Non-Stick Binders,Julie Kriz,4.49
5145,"*Staples* vLetter Openers, 2/Pack",Julie Kriz,3.68
5146,US Robotics 56K V.92 External Faxmodem,Ryan Crowe,99.99
